"","Regional District","Year","Gender","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+","Total"
"31000","Squamish-Lillooet","2008","F","273","830","998","951","995","1431","1676","1702","1531","1458","1418","1162","1002","695","448","325","248","162","105","41","17451"
"31000","Squamish-Lillooet","2009","M","254","947","1077","1128","1134","1654","2023","1993","1941","1632","1607","1369","1135","827","617","358","253","130","72","28","20179"
"31000","Squamish-Lillooet","2009","F","222","871","982","952","1031","1465","1803","1772","1599","1443","1467","1192","1002","710","474","344","238","163","104","46","17880"
"31000","Squamish-Lillooet","2010","M","218","1005","1044","1113","1171","1520","1973","2079","2018","1646","1650","1412","1199","905","664","410","275","125","77","40","20544"
"31000","Squamish-Lillooet","2010","F","222","868","1012","923","986","1413","1801","1807","1692","1491","1493","1257","1045","749","514","358","274","164","113","62","18244"
"31000","Squamish-Lillooet","2011","M","269","1035","1114","1085","1246","1468","1860","2017","2000","1749","1590","1455","1233","1030","703","419","278","172","71","32","20826"
"31000","Squamish-Lillooet","2011","F","252","947","1036","948","999","1304","1782","1827","1733","1567","1450","1302","1086","837","557","396","301","171","121","71","18687"
"31000","Squamish-Lillooet","2012","M","242","1075","1181","1079","1237","1570","1774","1989","2018","1818","1595","1472","1294","1060","768","458","269","179","69","44","21191"
"31000","Squamish-Lillooet","2012","F","243","958","1071","960","995","1371","1740","1866","1762","1590","1432","1311","1166","837","612","427","295","191","113","105","19045"
"31000","Squamish-Lillooet","2013","M","265","1078","1211","1084","1174","1657","1667","1923","1981","1872","1559","1476","1333","1100","806","494","263","189","80","46","21258"
"31000","Squamish-Lillooet","2013","F","241","946","1134","983","987","1288","1708","1885","1790","1582","1407","1357","1177","888","621","435","286","207","101","116","19139"
"31000","Squamish-Lillooet","2014","M","258","1053","1280","1089","1167","1645","1620","1894","1953","1922","1600","1471","1346","1125","825","531","279","180","84","54","21376"
"31000","Squamish-Lillooet","2014","F","240","982","1148","974","975","1295","1656","1930","1797","1600","1399","1381","1179","945","682","471","312","209","113","115","19403"
"31000","Squamish-Lillooet","2015","M","202","1027","1279","1023","1109","1623","1647","1829","1940","1926","1566","1451","1284","1147","857","584","299","184","80","61","21118"
"31000","Squamish-Lillooet","2015","F","216","964","1142","917","946","1264","1562","1919","1788","1650","1366","1357","1197","990","711","493","312","229","121","116","19260"
"33000","Thompson-Nicola","1986","M","750","3221","3921","4193","4551","4040","4280","4351","4480","3556","3049","2674","2533","2022","1511","1139","654","386","137","57","51505"
"33000","Thompson-Nicola","1986","F","712","2905","3758","4043","4136","4095","4436","4496","4250","3424","2774","2407","2233","2074","1581","1218","747","433","227","113","50062"
"33000","Thompson-Nicola","1987","M","711","3165","3979","4123","4488","3954","4196","4346","4337","3808","3139","2712","2561","2139","1591","1148","719","387","151","48","51702"
"33000","Thompson-Nicola","1987","F","678","2914","3751","3959","4135","3956","4358","4482","4252","3690","2858","2453","2265","2088","1702","1221","793","464","218","122","50359"
"33000","Thompson-Nicola","1988","M","707","3121","4087","4052","4413","3778","4076","4289","4285","3929","3245","2713","2641","2237","1653","1150","774","403","162","64","51779"
"33000","Thompson-Nicola","1988","F","674","2902","3793","3895","4098","3736","4303","4448","4276","3828","2971","2524","2287","2108","1781","1243","835","502","243","117","50564"
"33000","Thompson-Nicola","1989","M","710","3130","4108","4064","4267","3639","4065","4242","4372","4036","3334","2827","2680","2347","1768","1166","814","420","177","43","52209"
"33000","Thompson-Nicola","1989","F","661","2893","3807","3908","4001","3569","4274","4484","4356","3911","3100","2605","2297","2156","1913","1295","907","521","258","142","51058"
"33000","Thompson-Nicola","1990","M","743","3073","4216","4098","4294","3630","3991","4380","4376","4287","3388","2939","2679","2426","1882","1206","912","448","190","67","53225"
"33000","Thompson-Nicola","1990","F","693","2872","3879","3917","4003","3430","4195","4625","4511","4104","3258","2710","2368","2208","1975","1380","980","530","282","167","52087"
"33000","Thompson-Nicola","1991","M","739","3035","4276","4136","4318","3552","3793","4453","4495","4505","3464","3004","2776","2537","2004","1366","913","468","204","72","54110"
"33000","Thompson-Nicola","1991","F","703","2871","3937","3942","3966","3406","3981","4683","4565","4288","3368","2835","2410","2276","2055","1487","1002","591","288","171","52825"
"33000","Thompson-Nicola","1992","M","754","3181","4285","4285","4212","3759","3653","4406","4534","4462","3689","3073","2735","2550","2165","1475","885","501","211","74","54889"
"33000","Thompson-Nicola","1992","F","709","3022","3956","4068","3894","3567","3766","4579","4636","4274","3644","2907","2476","2268","2140","1633","1089","625","312","167","53732"
"33000","Thompson-Nicola","1993","M","718","3218","4348","4449","4236","4060","3615","4496","4758","4523","3983","3251","2772","2635","2244","1558","894","531","209","75","56573"
"33000","Thompson-Nicola","1993","F","665","3048","4054","4216","3903","3792","3693","4711","4813","4461","3894","3052","2632","2298","2157","1733","1141","662","357","191","55473"
"33000","Thompson-Nicola","1994","M","742","3199","4413","4599","4445","4157","3744","4628","4921","4729","4221","3388","2908","2695","2337","1643","926","559","221","74","58549"
"33000","Thompson-Nicola","1994","F","706","3067","4113","4311","4075","3872","3725","4836","5001","4695","4103","3232","2778","2368","2218","1827","1204","734","345","204","57414"
"33000","Thompson-Nicola","1995","M","744","3221","4463","4755","4574","4237","3866","4670","5110","4934","4557","3503","3033","2733","2397","1741","975","614","214","80","60421"
"33000","Thompson-Nicola","1995","F","719","3067","4201","4380","4255","3912","3727","4898","5244","4877","4360","3436","2877","2477","2258","1871","1262","808","396","224","59249"
"33000","Thompson-Nicola","1996","M","736","3228","4480","4831","4755","4397","3980","4589","5302","5125","4863","3610","3094","2827","2493","1771","1066","611","247","102","62107"
"33000","Thompson-Nicola","1996","F","729","3080","4279","4457","4451","4067","3908","4876","5425","5083","4619","3582","3012","2603","2291","1907","1326","868","441","213","61217"
"33000","Thompson-Nicola","1997","M","733","3173","4475","4828","4767","4317","4032","4447","5307","5264","4917","3944","3184","2795","2580","1891","1136","595","282","91","62758"
"33000","Thompson-Nicola","1997","F","657","3022","4281","4485","4489","4095","3971","4674","5463","5197","4688","3954","3092","2655","2357","1984","1428","889","449","228","62058"
"33000","Thompson-Nicola","1998","M","653","3109","4329","4797","4794","4153","4042","4089","5186","5354","4906","4228","3330","2833","2652","2002","1187","614","285","97","62640"
"33000","Thompson-Nicola","1998","F","647","2920","4168","4520","4497","4001","3926","4312","5430","5274","4746","4107","3212","2713","2493","2071","1575","930","467","243","62252"
"33000","Thompson-Nicola","1999","M","602","2941","4237","4713","4821","4035","3881","3883","4998","5311","4938","4381","3476","2879","2685","2063","1290","610","298","102","62144"
"33000","Thompson-Nicola","1999","F","626","2792","4043","4410","4532","3942","3813","4115","5341","5352","4878","4249","3340","2789","2442","2079","1622","934","515","234","62048"
"33000","Thompson-Nicola","2000","M","605","2789","4137","4650","4913","4051","3844","3863","4838","5251","5067","4639","3625","2959","2640","2153","1377","674","325","99","62499"
"33000","Thompson-Nicola","2000","F","542","2712","3971","4357","4637","4014","3730","4081","5211","5513","5003","4468","3528","2880","2467","2078","1658","974","553","227","62604"
"33000","Thompson-Nicola","2001","M","599","2623","4019","4518","4887","3993","3564","3785","4514","5219","5046","4839","3723","3010","2695","2242","1410","736","319","102","61843"
"33000","Thompson-Nicola","2001","F","508","2517","3835","4259","4558","3981","3515","3994","4897","5542","5028","4648","3659","2975","2491","2125","1702","1046","573","229","62082"
"33000","Thompson-Nicola","2002","M","541","2469","3861","4508","4742","4074","3475","3723","4255","5158","5154","4813","4008","3136","2702","2310","1510","812","323","129","61703"
"33000","Thompson-Nicola","2002","F","526","2353","3665","4183","4531","4059","3453","3892","4664","5432","5164","4654","4004","3096","2591","2131","1732","1144","583","248","62105"
"33000","Thompson-Nicola","2003","M","559","2360","3723","4356","4567","4161","3276","3746","3968","5021","5247","4824","4226","3300","2776","2368","1616","861","339","129","61423"
"33000","Thompson-Nicola","2003","F","504","2257","3538","4086","4355","4063","3371","3814","4322","5367","5260","4741","4222","3249","2689","2199","1743","1224","614","271","61889"
"33000","Thompson-Nicola","2004","M","548","2348","3572","4323","4517","4164","3178","3568","3906","4993","5244","4965","4422","3544","2841","2398","1698","925","359","135","61648"
"33000","Thompson-Nicola","2004","F","552","2171","3463","4058","4294","4154","3313","3633","4167","5277","5371","4944","4366","3422","2819","2226","1760","1316","621","299","62226"
"33000","Thompson-Nicola","2005","M","594","2317","3437","4210","4484","4229","3147","3488","3831","4891","5178","5057","4613","3689","2924","2416","1765","1016","402","130","61818"
"33000","Thompson-Nicola","2005","F","532","2215","3351","3974","4245","4173","3268","3467","4059","5139","5411","5063","4583","3608","2889","2282","1784","1348","669","306","62366"
"33000","Thompson-Nicola","2006","M","608","2406","3397","4096","4571","4219","3276","3419","3882","4763","5133","5213","4809","3806","3022","2501","1861","1068","461","146","62657"
"33000","Thompson-Nicola","2006","F","553","2282","3184","3922","4325","4262","3411","3379","4106","5011","5477","5169","4780","3722","3014","2338","1842","1379","739","382","63277"
"33000","Thompson-Nicola","2007","M","631","2455","3312","4009","4551","4348","3539","3318","3954","4552","5236","5358","4836","4003","3098","2473","1925","1122","489","152","63361"
"33000","Thompson-Nicola","2007","F","598","2208","3112","3847","4348","4259","3496","3350","4036","4885","5554","5317","4762","4014","3139","2410","1848","1363","797","382","63725"
"33000","Thompson-Nicola","2008","M","625","2557","3283","3988","4427","4454","3819","3365","4056","4423","5281","5523","4924","4271","3296","2598","1964","1177","541","157","64729"
"33000","Thompson-Nicola","2008","F","642","2270","3078","3834","4262","4366","3669","3474","4116","4646","5641","5464","4810","4250","3268","2483","1939","1367","853","401","64833"
"33000","Thompson-Nicola","2009","M","707","2577","3256","3907","4385","4577","3981","3454","3925","4333","5282","5536","5024","4448","3456","2644","1966","1255","589","183","65485"
"33000","Thompson-Nicola","2009","F","643","2368","3015","3738","4180","4374","3884","3538","4008","4526","5592","5539","4945","4306","3426","2578","1964","1397","903","424","65348"
"33000","Thompson-Nicola","2010","M","681","2686","3263","3754","4290","4573","4166","3507","3810","4138","5059","5429","5108","4573","3491","2706","1982","1337","639","198","65390"
"33000","Thompson-Nicola","2010","F","613","2409","3028","3594","3972","4449","4044","3596","3802","4250","5304","5511","4952","4410","3486","2650","2013","1390","946","478","64897"
"33000","Thompson-Nicola","2011","M","614","2709","3297","3595","4351","4609","4231","3683","3747","4200","4833","5379","5138","4667","3561","2699","2050","1339","644","227","65573"
"33000","Thompson-Nicola","2011","F","616","2430","3077","3464","4037","4255","4128","3694","3666","4336","5112","5629","5036","4535","3487","2767","2043","1469","961","517","65259"
"33000","Thompson-Nicola","2012","M","579","2630","3313","3443","4215","4621","4072","3676","3691","4156","4620","5354","5351","4741","3864","2843","2122","1390","706","276","65663"
"33000","Thompson-Nicola","2012","F","587","2413","3070","3322","4007","4079","3966","3724","3512","4304","4843","5633","5278","4585","3804","2897","2125","1511","965","553","65178"
"33000","Thompson-Nicola","2013","M","596","2616","3297","3345","4120","4619","4094","3822","3684","4193","4383","5309","5472","4761","4072","2970","2235","1444","737","284","66053"
"33000","Thompson-Nicola","2013","F","517","2377","3154","3199","3999","3999","3874","3844","3554","4295","4619","5637","5462","4622","4036","2999","2254","1559","962","577","65539"
"33000","Thompson-Nicola","2014","M","612","2473","3403","3288","4070","4743","4222","3909","3747","4105","4362","5310","5541","4917","4267","3136","2303","1482","799","321","67010"
"33000","Thompson-Nicola","2014","F","546","2275","3138","3146","3872","4096","3996","4039","3626","4214","4503","5605","5647","4816","4137","3176","2323","1591","977","611","66334"
"33000","Thompson-Nicola","2015","M","588","2461","3406","3275","3922","4713","4123","3914","3830","4142","4330","5190","5416","4997","4353","3190","2298","1496","842","365","66851"
"33000","Thompson-Nicola","2015","F","592","2298","3132","3184","3810","4124","3880","4106","3711","4148","4460","5405","5668","4881","4230","3159","2331","1658","990","638","66405"
"35000","Central Okanagan","1986","M","573","2334","2926","3095","3629","3497","3165","3220","3323","2825","2458","2302","2449","2508","2468","2087","1388","804","338","120","45509"
"35000","Central Okanagan","1986","F","550","2165","2769","2942","3362","3331","3296","3573","3526","2898","2529","2406","2786","3014","2881","2381","1522","888","459","215","47493"
"35000","Central Okanagan","1987","M","566","2434","3057","3122","3595","3501","3333","3280","3344","2988","2524","2352","2499","2577","2523","2135","1492","825","361","107","46615"
"35000","Central Okanagan","1987","F","528","2266","2894","2978","3329","3331","3361","3677","3601","3132","2631","2423","2765","2999","3025","2500","1601","949","473","226","48689"
"35000","Central Okanagan","1988","M","567","2534","3157","3143","3570","3425","3499","3390","3478","3202","2609","2479","2516","2623","2720","2154","1577","868","400","111","48022"
"35000","Central Okanagan","1988","F","517","2384","2952","3003","3353","3239","3537","3761","3728","3360","2777","2501","2762","3076","3147","2566","1739","1017","527","253","50199"
"35000","Central Okanagan","1989","M","599","2623","3337","3266","3573","3326","3731","3611","3673","3455","2812","2587","2576","2751","2785","2293","1629","912","443","134","50116"
"35000","Central Okanagan","1989","F","556","2436","3110","3157","3352","3209","3742","3967","3951","3552","3006","2634","2733","3164","3312","2638","1934","1071","604","254","52382"
"35000","Central Okanagan","1990","M","695","2792","3626","3474","3627","3399","3937","3967","3951","3807","3056","2691","2739","2892","2971","2386","1732","966","439","169","53316"
"35000","Central Okanagan","1990","F","597","2603","3434","3345","3465","3243","3999","4257","4265","3980","3160","2808","2823","3325","3418","2769","2146","1148","602","285","55672"
"35000","Central Okanagan","1991","M","741","2930","3926","3676","3633","3551","3923","4357","4302","4167","3302","2809","2878","3095","3053","2487","1866","1021","458","179","56354"
"35000","Central Okanagan","1991","F","657","2749","3705","3514","3524","3348","3993","4612","4577","4287","3356","3036","2902","3415","3514","2940","2244","1249","652","332","58606"
"35000","Central Okanagan","1992","M","770","3214","4182","3951","3771","3880","4060","4772","4640","4443","3656","2990","2952","3239","3131","2653","1891","1081","489","184","59949"
"35000","Central Okanagan","1992","F","689","2986","3942","3798","3644","3685","4141","4916","5027","4591","3762","3257","3054","3456","3618","3131","2336","1354","667","342","62396"
"35000","Central Okanagan","1993","M","737","3378","4424","4210","3985","4185","4220","5121","5031","4734","4016","3194","3113","3314","3114","2793","1918","1153","474","219","63333"
"35000","Central Okanagan","1993","F","769","3154","4176","4013","3822","3982","4246","5281","5381","4873","4159","3478","3240","3510","3603","3271","2394","1471","705","363","65891"
"35000","Central Okanagan","1994","M","803","3421","4538","4466","4140","4350","4291","5332","5269","4973","4303","3402","3215","3308","3166","2849","2005","1186","501","227","65745"
"35000","Central Okanagan","1994","F","753","3234","4318","4217","4047","4059","4253","5436","5639","5124","4384","3709","3371","3449","3681","3392","2405","1631","756","409","68267"
"35000","Central Okanagan","1995","M","839","3415","4687","4722","4238","4350","4431","5409","5507","5141","4641","3532","3270","3351","3330","2886","2052","1250","568","203","67822"
"35000","Central Okanagan","1995","F","751","3272","4408","4452","4170","4036","4300","5526","5825","5329","4740","3790","3456","3474","3694","3441","2580","1760","830","439","70273"
"35000","Central Okanagan","1996","M","825","3435","4758","4872","4479","4390","4587","5257","5710","5406","4882","3679","3295","3393","3390","2939","2156","1331","609","219","69612"
"35000","Central Okanagan","1996","F","795","3268","4444","4647","4282","4216","4418","5479","5976","5572","4951","3912","3607","3500","3765","3509","2762","1861","949","422","72335"
"35000","Central Okanagan","1997","M","750","3466","4806","5033","4617","4326","4675","5154","5960","5621","5033","4062","3429","3401","3561","3001","2296","1364","628","238","71421"
"35000","Central Okanagan","1997","F","737","3290","4552","4736","4462","4222","4425","5379","6164","5891","5128","4286","3780","3550","3805","3571","2939","1955","994","476","74342"
"35000","Central Okanagan","1998","M","721","3430","4831","5188","4853","4254","4697","4944","6082","5791","5231","4384","3625","3506","3633","3107","2433","1396","645","248","72999"
"35000","Central Okanagan","1998","F","703","3246","4590","4803","4561","4194","4467","5176","6330","6113","5348","4621","3973","3656","3954","3671","3139","2008","1077","492","76122"
"35000","Central Okanagan","1999","M","709","3318","4778","5170","5013","4300","4572","4710","6068","5884","5368","4643","3782","3576","3645","3233","2492","1470","689","271","73691"
"35000","Central Okanagan","1999","F","675","3164","4543","4840","4715","4219","4369","4909","6347","6325","5565","4805","4196","3744","3856","3716","3244","2049","1204","519","77004"
"35000","Central Okanagan","2000","M","747","3202","4639","5225","5209","4395","4394","4667","5883","6024","5405","4951","3910","3672","3720","3359","2558","1516","722","292","74490"
"35000","Central Okanagan","2000","F","686","3078","4476","4872","4903","4240","4190","4817","6292","6456","5734","5122","4301","3878","3856","3761","3281","2183","1272","581","77979"
"35000","Central Okanagan","2001","M","719","3151","4623","5210","5318","4581","4275","4682","5589","6119","5543","5170","4080","3728","3817","3486","2646","1596","776","298","75407"
"35000","Central Okanagan","2001","F","650","3009","4442","4918","5067","4321","4088","4798","6154","6526","5971","5354","4405","4119","3866","3837","3306","2324","1328","583","79066"
"35000","Central Okanagan","2002","M","701","3057","4522","5247","5438","4764","4175","4790","5438","6221","5758","5218","4389","3849","3710","3584","2686","1708","783","311","76349"
"35000","Central Okanagan","2002","F","616","2866","4374","4920","5110","4591","4082","4675","5894","6605","6198","5471","4730","4252","3887","3835","3309","2423","1362","663","79863"
"35000","Central Okanagan","2003","M","685","3038","4443","5234","5627","5031","4129","4845","5200","6379","5961","5348","4670","4072","3721","3583","2769","1834","792","338","77699"
"35000","Central Okanagan","2003","F","691","2801","4329","4907","5147","4736","4110","4696","5520","6717","6391","5659","5055","4489","3992","3831","3345","2532","1371","693","81012"
"35000","Central Okanagan","2004","M","693","2978","4345","5111","5605","5177","4268","4743","4909","6412","6075","5504","4884","4183","3871","3557","2832","1921","847","361","78276"
"35000","Central Okanagan","2004","F","673","2797","4187","4838","5141","4935","4191","4537","5182","6716","6534","5774","5193","4641","4104","3806","3389","2628","1372","744","81382"
"35000","Central Okanagan","2005","M","691","3012","4299","5062","5796","5460","4542","4661","5049","6406","6308","5668","5238","4303","3987","3595","2893","2004","904","362","80240"
"35000","Central Okanagan","2005","F","694","2855","4146","4883","5223","5188","4378","4435","5129","6779","6707","6016","5552","4753","4228","3856","3407","2672","1457","781","83139"
"35000","Central Okanagan","2006","M","721","3049","4292","5091","5912","5712","4738","4644","5280","6300","6578","5962","5509","4551","4047","3623","2964","2099","978","338","82388"
"35000","Central Okanagan","2006","F","711","2920","4132","4983","5267","5418","4606","4515","5166","6746","6924","6313","5886","4899","4435","3851","3472","2678","1540","710","85172"
"35000","Central Okanagan","2007","M","746","3048","4351","5174","6004","5980","4962","4769","5556","6212","6875","6236","5701","4917","4211","3657","3121","2107","1057","351","85035"
"35000","Central Okanagan","2007","F","764","2958","4096","4945","5344","5848","4913","4717","5262","6679","7276","6608","5989","5228","4553","3910","3496","2772","1690","768","87816"
"35000","Central Okanagan","2008","M","798","3189","4365","5226","6105","6291","5486","4935","5722","6075","7115","6559","5862","5250","4343","3768","3147","2203","1131","395","87965"
"35000","Central Okanagan","2008","F","784","3083","4218","4996","5421","6119","5343","4850","5482","6397","7588","6943","6199","5493","4732","4003","3489","2830","1804","829","90603"
"35000","Central Okanagan","2009","M","785","3347","4418","5108","6158","6432","5812","5098","5780","5941","7186","6781","6114","5472","4467","3878","3164","2242","1176","431","89790"
"35000","Central Okanagan","2009","F","831","3189","4242","4836","5476","6306","5669","5129","5421","6247","7612","7218","6394","5745","4862","4116","3509","2855","1870","883","92410"
"35000","Central Okanagan","2010","M","850","3479","4326","4936","5964","6641","6208","5337","5515","5803","6821","6873","6027","5787","4514","3793","3157","2259","1201","456","89947"
"35000","Central Okanagan","2010","F","909","3304","4242","4672","5402","6360","5993","5217","5181","5871","7327","7250","6514","5930","4806","4158","3449","2850","1851","995","92281"
"35000","Central Okanagan","2011","M","817","3482","4348","4941","5861","6342","6146","5455","5390","5968","6548","6950","6224","5970","4642","3830","3204","2288","1205","524","90135"
"35000","Central Okanagan","2011","F","813","3320","4209","4632","5442","6267","6045","5345","5254","5953","7228","7402","6702","6147","4903","4302","3458","2956","1907","1101","93386"
"35000","Central Okanagan","2012","M","792","3492","4409","4860","5863","6384","6042","5587","5293","5989","6292","7012","6361","6067","5007","3898","3173","2429","1274","540","90764"
"35000","Central Okanagan","2012","F","743","3316","4316","4492","5526","6217","6029","5529","5281","5944","6887","7497","6916","6281","5236","4372","3508","3002","1923","1152","94167"
"35000","Central Okanagan","2013","M","774","3414","4450","4715","5783","6476","5911","5709","5324","5950","6036","6970","6585","6115","5291","4025","3251","2387","1357","573","91096"
"35000","Central Okanagan","2013","F","722","3283","4289","4433","5487","6249","5883","5679","5329","5976","6503","7561","7142","6386","5541","4516","3571","2947","1992","1224","94713"
"35000","Central Okanagan","2014","M","775","3324","4573","4700","5676","6874","5930","5897","5581","5996","5935","6989","6839","6258","5599","4193","3363","2428","1395","594","92919"
"35000","Central Okanagan","2014","F","764","3163","4356","4483","5390","6644","5906","5924","5531","5933","6378","7660","7477","6569","5773","4644","3659","2971","2007","1284","96516"
"35000","Central Okanagan","2015","M","812","3303","4629","4674","5802","7122","6022","6267","5857","6100","6122","7049","7192","6323","6068","4403","3423","2504","1465","640","95777"
"35000","Central Okanagan","2015","F","794","3084","4509","4544","5471","7001","6016","6342","5778","5894","6469","7877","7798","6905","6186","4820","3809","2986","2062","1344","99689"
"37000","North Okanagan","1986","M","405","1573","2193","2170","2304","1984","2054","2111","2129","1789","1622","1409","1461","1415","1243","1093","698","414","175","50","28292"
"37000","North Okanagan","1986","F","346","1535","2004","2052","2120","1977","2035","2277","2129","1893","1509","1332","1479","1590","1510","1169","798","496","225","126","28602"
"37000","North Okanagan","1987","M","370","1611","2151","2219","2308","1988","2048","2091","2186","1866","1661","1428","1511","1378","1359","1101","673","447","180","71","28647"
"37000","North Okanagan","1987","F","324","1526","2013","2072","2064","1959","2069","2309","2151","1997","1583","1368","1483","1557","1564","1231","854","484","254","114","28976"
"37000","North Okanagan","1988","M","379","1642","2173","2241","2248","1915","2055","2114","2170","1963","1751","1456","1529","1411","1413","1098","750","457","205","76","29046"
"37000","North Okanagan","1988","F","358","1530","2064","2077","1978","1890","2082","2313","2222","2049","1689","1390","1501","1550","1666","1290","861","529","262","115","29416"
"37000","North Okanagan","1989","M","373","1597","2196","2273","2237","1826","2016","2202","2163","2113","1748","1518","1540","1445","1488","1094","839","449","224","80","29421"
"37000","North Okanagan","1989","F","340","1498","2114","2085","1979","1812","2093","2323","2276","2130","1748","1450","1482","1546","1700","1340","921","566","277","134","29814"
"37000","North Okanagan","1990","M","366","1619","2232","2359","2268","1825","2067","2314","2267","2239","1789","1577","1569","1508","1512","1179","907","462","226","77","30362"
"37000","North Okanagan","1990","F","337","1528","2144","2149","2051","1704","2126","2421","2418","2227","1840","1529","1503","1597","1704","1393","1041","613","312","137","30774"
"37000","North Okanagan","1991","M","382","1657","2336","2426","2289","1825","2016","2410","2427","2333","1918","1666","1584","1638","1577","1249","914","493","241","102","31483"
"37000","North Okanagan","1991","F","379","1574","2260","2210","2136","1622","2080","2503","2559","2348","1937","1612","1520","1681","1698","1464","1104","632","335","155","31809"
"37000","North Okanagan","1992","M","394","1770","2425","2517","2293","1938","2011","2463","2486","2428","2050","1707","1567","1701","1598","1356","915","503","261","113","32496"
"37000","North Okanagan","1992","F","395","1705","2338","2335","2102","1710","2040","2562","2677","2418","2062","1708","1550","1689","1733","1562","1151","696","346","168","32947"
"37000","North Okanagan","1993","M","416","1821","2495","2625","2379","2012","1993","2569","2676","2523","2225","1847","1632","1699","1601","1380","896","551","269","119","33728"
"37000","North Okanagan","1993","F","416","1714","2444","2444","2148","1765","2009","2669","2860","2580","2234","1849","1629","1713","1737","1651","1178","709","353","179","34281"
"37000","North Okanagan","1994","M","432","1835","2588","2752","2511","2067","1986","2606","2863","2652","2411","1917","1728","1745","1687","1457","954","594","265","121","35171"
"37000","North Okanagan","1994","F","423","1764","2441","2661","2235","1837","2001","2750","2960","2747","2423","1987","1758","1728","1758","1755","1237","786","374","175","35800"
"37000","North Okanagan","1995","M","403","1839","2593","2790","2643","2015","1971","2621","2960","2752","2535","1983","1754","1746","1735","1470","1021","633","261","123","35848"
"37000","North Okanagan","1995","F","376","1775","2457","2711","2330","1848","1924","2742","3072","2863","2541","2091","1806","1763","1775","1725","1270","890","401","187","36547"
"37000","North Okanagan","1996","M","384","1769","2626","2857","2743","2083","1999","2521","3046","2898","2633","2096","1818","1752","1759","1502","1062","640","292","131","36611"
"37000","North Okanagan","1996","F","412","1742","2475","2749","2521","1871","1928","2756","3142","3035","2668","2170","1920","1760","1798","1706","1363","912","451","201","37580"
"37000","North Okanagan","1997","M","422","1733","2607","2897","2681","2100","1992","2439","3073","2928","2732","2285","1890","1740","1835","1486","1114","651","292","127","37024"
"37000","North Okanagan","1997","F","361","1749","2514","2676","2573","1921","1908","2629","3199","3149","2763","2325","2021","1781","1865","1683","1415","926","486","203","38147"
"37000","North Okanagan","1998","M","371","1713","2540","2847","2697","2099","1933","2257","3007","2985","2751","2384","1997","1765","1784","1519","1165","655","320","119","36908"
"37000","North Okanagan","1998","F","341","1655","2442","2727","2499","1960","1828","2390","3162","3205","2792","2416","2075","1800","1959","1748","1526","972","526","226","38249"
"37000","North Okanagan","1999","M","356","1621","2464","2800","2735","2082","1849","2103","2863","3035","2762","2459","2068","1814","1808","1552","1199","666","318","107","36661"
"37000","North Okanagan","1999","F","347","1553","2399","2631","2602","1969","1807","2246","3122","3190","2889","2544","2179","1850","1905","1685","1552","965","538","231","38204"
"37000","North Okanagan","2000","M","343","1558","2416","2751","2779","2118","1776","2021","2750","3105","2749","2586","2145","1858","1807","1579","1212","716","330","100","36699"
"37000","North Okanagan","2000","F","315","1539","2320","2633","2643","1962","1813","2121","3069","3248","2991","2649","2278","1890","1889","1685","1518","998","600","244","38405"
"37000","North Okanagan","2001","M","313","1518","2303","2707","2844","2080","1698","2007","2618","3093","2793","2646","2237","1938","1816","1618","1255","746","347","119","36696"
"37000","North Okanagan","2001","F","323","1411","2334","2610","2745","1904","1747","2077","2949","3224","3095","2714","2361","2010","1815","1736","1515","1071","633","251","38525"
"37000","North Okanagan","2002","M","348","1430","2238","2700","2885","2131","1684","1993","2445","3111","2804","2713","2339","2015","1817","1715","1222","799","367","129","36885"
"37000","North Okanagan","2002","F","337","1379","2232","2615","2677","2040","1723","2041","2725","3243","3181","2790","2477","2148","1854","1775","1485","1137","618","278","38755"
"37000","North Okanagan","2003","M","313","1396","2197","2656","2806","2250","1716","1932","2314","3049","2929","2704","2429","2132","1890","1712","1261","857","377","151","37071"
"37000","North Okanagan","2003","F","336","1381","2145","2537","2640","2152","1731","1970","2515","3239","3231","2868","2576","2236","1914","1801","1489","1201","623","319","38904"
"37000","North Okanagan","2004","M","325","1404","2096","2635","2800","2286","1798","1868","2203","2956","3027","2810","2542","2213","1964","1758","1322","881","400","141","37429"
"37000","North Okanagan","2004","F","322","1380","2083","2544","2566","2228","1775","1903","2387","3231","3238","2993","2706","2369","1984","1828","1501","1249","654","323","39264"
"37000","North Okanagan","2005","M","328","1414","2076","2628","2835","2243","1854","1861","2145","2947","3163","2856","2742","2262","1994","1772","1390","888","450","127","37975"
"37000","North Okanagan","2005","F","331","1409","2067","2515","2606","2084","1833","1904","2322","3181","3309","3127","2838","2482","2065","1805","1521","1282","705","335","39721"
"37000","North Okanagan","2006","M","316","1426","2068","2571","2900","2176","1829","1873","2164","2846","3281","2939","2892","2361","2110","1764","1434","921","473","155","38499"
"37000","North Okanagan","2006","F","327","1435","2020","2566","2627","2007","1841","1929","2290","3123","3318","3315","2987","2609","2176","1765","1584","1282","743","364","40308"
"37000","North Okanagan","2007","M","333","1405","2047","2541","2801","2319","1810","1908","2131","2713","3354","3031","2945","2505","2176","1799","1477","960","483","172","38910"
