"","Regional District","Year","Gender","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+","Total"
"0","British Columbia","1986","M","21302","86618","102256","99913","112229","128948","136914","132603","126360","100523","80578","74046","72905","65737","54598","44842","28752","16234","6645","3050","1495053"
"0","British Columbia","1986","F","20292","81194","96953","96263","106011","125693","136372","133578","121904","95146","76110","69588","71930","73557","65835","55351","38093","23865","13024","7809","1508568"
"0","British Columbia","1987","M","21516","87216","104618","100301","111452","124741","138285","134592","126960","107981","83853","74176","73952","66709","57481","45745","30090","17035","7134","3077","1516914"
"0","British Columbia","1987","F","20578","82140","99202","96196","105554","121042","136718","136310","123603","102848","79543","70259","71791","73227","68855","56904","40359","24993","13564","8051","1531737"
"0","British Columbia","1988","M","21326","88559","108250","101922","111430","120748","140327","138052","129558","114599","88877","75338","74961","68599","60247","45956","31727","17868","7532","3097","1548973"
"0","British Columbia","1988","F","20615","83979","102419","97253","106453","117117","138875","139841","127731","109498","84584","71281","72431","73241","71744","57627","42569","26328","14092","8110","1565788"
"0","British Columbia","1989","M","22424","89648","111678","104763","111144","119311","142994","142311","134153","120852","94326","77450","75729","69963","63553","45981","33523","18654","8137","3134","1589728"
"0","British Columbia","1989","F","21229","85236","105947","99825","106346","115638","141552","143945","133119","116559","89986","73560","72024","73329","74417","58189","45259","27679","14879","8279","1606997"
"0","British Columbia","1990","M","23350","91196","115621","108003","111827","120431","144884","147535","139016","128954","99240","80074","76323","71990","64760","47632","35616","19444","8613","3343","1637852"
"0","British Columbia","1990","F","22212","86896","109675","102573","107416","116651","142557","148648","138886","125030","95030","76313","72362","73742","74966","60226","47862","29139","15483","8592","1654259"
"0","British Columbia","1991","M","23171","92639","118158","111403","111285","122052","144444","153256","144607","135994","104726","83634","76978","74095","65628","50154","36723","20045","9041","3598","1681631"
"0","British Columbia","1991","F","22512","88642","112448","105817","106253","117362","139875","152090","144297","132724","99878","80340","72886","74133","74917","62956","49314","30637","16035","9040","1692156"
"0","British Columbia","1992","M","24033","95081","120880","116010","113409","125052","143585","157130","149188","138446","113888","87583","77303","75771","66185","52749","37204","21001","9420","3721","1727639"
"0","British Columbia","1992","F","22667","91051","115144","110464","106915","120810","139231","155396","150348","135893","109672","84816","74504","74693","74450","66034","50557","32411","16736","9371","1741163"
"0","British Columbia","1993","M","23797","98013","122892","120750","116030","127739","143100","161803","155019","142194","121878","92905","78715","76957","67275","54938","37280","22073","9725","3846","1776929"
"0","British Columbia","1993","F","22784","93320","117282","114789","108664","123518","138391","159139","156198","140710","118358","90276","76548","75779","74112","68652","51175","34081","17571","9496","1790843"
"0","British Columbia","1994","M","24080","99187","125634","125201","120753","129373","144351","166941","160445","147847","129529","98572","81261","78227","68533","57448","37286","23406","10158","4009","1832241"
"0","British Columbia","1994","F","22676","94725","119274","119379","112581","124476","138614","162811","161326","146808","127075","96584","79949","76067","74215","71148","51498","36328","18521","9779","1843834"
"0","British Columbia","1995","M","24485","99563","127544","129542","125137","129845","146678","170120","166332","153529","138569","103462","83848","78887","70355","58194","38649","24919","10575","4094","1884327"
"0","British Columbia","1995","F","22650","94656","121279","122843","116806","124419","140288","164351","166204","153081","136293","102135","83253","76891","74773","71608","53303","38711","19433","10086","1893063"
"0","British Columbia","1996","M","24400","99825","128441","132880","130756","131510","150035","168749","171022","158845","145927","108399","86872","79081","72298","58756","40596","25630","11051","4260","1929333"
"0","British Columbia","1996","F","23193","94204","122823","125036","122659","127980","144765","164334","170399","159541","143973","107401","87160","77663","75621","71343","55952","39813","20730","10394","1944984"
"0","British Columbia","1997","M","23294","99789","130507","135164","133713","133130","149774","165897","174688","163698","148869","118268","90527","79367","74211","59629","43038","26012","11500","4399","1965474"
"0","British Columbia","1997","F","21935","94377","124272","127212","125908","128954","146132","162053","173862","165394","146890","117087","90562","78975","76042","71062","58917","40735","22011","10729","1983109"
"0","British Columbia","1998","M","22014","98152","130565","135485","136548","132090","146298","158954","176113","167022","151490","126072","95010","80172","75276","60911","45338","26249","12134","4625","1980518"
"0","British Columbia","1998","F","21142","92293","124370","127980","128056","127745","144154","157054","175670","169617","150250","124720","94820","80168","76623","70959","61429","41069","23264","11212","2002595"
"0","British Columbia","1999","M","21782","95175","129551","135409","139006","133068","142252","153773","176351","168772","154300","132434","99703","81381","75840","62135","47580","26299","12938","4830","1992579"
"0","British Columbia","1999","F","20503","89869","123138","127703","130402","128758","141111","152879","176442","172161","154323","131348","99454","81884","76271","70698","63655","41715","24659","11823","2018796"
"0","British Columbia","2000","M","21319","92117","128299","134752","142318","134006","138366","151073","174465","170583","157023","139786","103721","82979","75776","64006","48374","27623","13891","4900","2005377"
"0","British Columbia","2000","F","20122","87204","121261","127866","132903","129418","137051","151322","174646","174355","158453","138906","103442","83645","76158","71029","63959","43373","26287","12453","2033853"
"0","British Columbia","2001","M","20949","89474","127137","134559","145332","136706","135452","150879","169965","172487","160147","145919","108466","85541","76107","66122","49257","29426","14257","5198","2023380"
"0","British Columbia","2001","F","19688","84832","119976","128056","135213","131623","134161","151931","171163","176433","162997","145387","107879","86669","76492","71762","63830","45963","26984","12462","2053501"
"0","British Columbia","2002","M","20490","86975","124624","135678","144496","139311","132886","148654","164819","173079","162785","147443","117542","88962","76129","67633","49952","31602","14483","5543","2033086"
"0","British Columbia","2002","F","19277","82524","117529","127921","135322","135032","132221","150023","165953","176715","167194","147448","117261","90411","77556","71904","63710","48234","27397","13443","2067075"
"0","British Columbia","2003","M","20800","85537","121614","136020","143277","142970","131268","145715","158112","174389","165639","149197","124890","93838","76888","68692","51111","33559","14751","5881","2044148"
"0","British Columbia","2003","F","19590","80821","114858","127830","133786","138308","130871","146913","160042","177704","170687","150578","125177","95143","78875","72486","63677","50340","27796","14307","2079789"
"0","British Columbia","2004","M","20631","85137","119035","135144","143718","145302","131739","142078","153580","175807","167230","152266","130890","99018","78449","69207","52449","35370","15214","6172","2058436"
"0","British Columbia","2004","F","19530","79942","112600","127377","132916","141609","131948","143041","155515","178774","173173","154739","132102","100628","80959","72513","63642","52193","28350","15030","2096581"
"0","British Columbia","2005","M","20912","85143","116472","134259","145073","147821","133629","138563","152005","175826","169427","155391","138020","103416","80363","69557","53973","36132","16636","6234","2078852"
"0","British Columbia","2005","F","19633","79546","110322","126421","133668","143014","134467","140135","153769","177862","175283","159319","139775","105230","83177","72722","64057","52784","30248","15480","2116912"
"0","British Columbia","2006","M","21462","85884","114595","132987","146819","148121","136525","135700","152140","173262","171571","159302","143895","108424","83354","69947","55831","36939","18157","6431","2101346"
"0","British Columbia","2006","F","19916","79845","107905","125507","135201","143427","138238","137822","153637","174993","177593","163830","146601","109693","86957","73385","64591","52758","32263","16183","2140345"
"0","British Columbia","2007","M","21904","86696","113425","132870","145591","149577","141543","136487","151906","168856","174386","163302","145789","116987","86819","70261","57374","37515","19420","6875","2127583"
"0","British Columbia","2007","F","20487","80947","106821","123870","135730","144050","142417","138825","153994","170578","179112","167451","147671","118505","90133","74409","64732","52645","34003","17025","2163405"
"0","British Columbia","2008","M","22725","87732","113237","131699","144874","151271","147761","138868","151889","163678","177751","167529","148482","124291","91180","71237","58368","38432","20524","7255","2158783"
"0","British Columbia","2008","F","21363","82228","106467","122010","135203","145647","147901","140761","154237","166273","181495","170937","149808","125585","94116","75539","65276","52650","35329","17804","2190629"
"0","British Columbia","2009","M","23020","89378","113055","129961","145058","153601","154202","142603","150396","160189","179993","170234","152284","130385","95976","72998","58983","39444","21663","7653","2191076"
"0","British Columbia","2009","F","21535","83948","106227","120578","134160","147983","153920","143894","152877","163264","183500","173719","152806","131571","98926","77384","65318","52580","36715","18698","2219603"
"0","British Columbia","2010","M","23030","91602","112879","127231","146769","154199","158599","146617","148222","158902","178859","172717","155643","137871","100116","75087","59796","40918","22173","8468","2219698"
"0","British Columbia","2010","F","21390","85589","106280","118663","133427","150826","158757","146738","151380","162455","182002","175792","156115","138243","102882","79545","65561","52975","37241","20365","2246226"
"0","British Columbia","2011","M","22321","93050","113351","124099","148768","152941","157467","150069","145472","159384","174022","174892","159422","143586","104931","77547","60604","42852","22626","9352","2236756"
"0","British Columbia","2011","F","21314","86137","106927","116098","134190","149524","159239","149155","148923","163284","177936","178260","159503","143087","106669","82838","66179","53682","37343","22095","2262383"
"0","British Columbia","2012","M","22411","92638","114573","121151","149399","156856","155930","152620","145543","158727","169706","175972","162857","144940","113443","80869","61421","44560","23529","10261","2257406"
"0","British Columbia","2012","F","21165","86336","107625","113866","135325","150508","158277","153462","148476","163136","173753","179861","164212","144214","115504","85878","67562","54426","37834","23752","2285172"
"0","British Columbia","2013","M","22619","91972","115904","119445","147666","160757","154600","155207","145746","157083","164164","177012","166340","146807","121033","85387","62876","45942","24744","11037","2276341"
"0","British Columbia","2013","F","21370","85958","108617","112250","134757","151140","156677","157386","148502","161460","169112","181726","168836","146962","123059","90199","69236","55349","38458","25212","2306266"
"0","British Columbia","2014","M","22491","91700","117748","118753","145531","165730","155805","157809","148036","154730","161159","177694","168552","149879","127253","90294","64932","47069","26015","11977","2303157"
"0","British Columbia","2014","F","21234","86179","109914","111525","134749","153250","157141","161069","150321","158678","166324","183438","172569","150934","129624","95027","71416","55945","39120","26801","2335258"
"0","British Columbia","2015","M","22774","91388","119548","118397","143407","168466","155631","158898","150600","152276","159849","176040","170447","152844","133839","94553","67071","48050","27441","12758","2324277"
"0","British Columbia","2015","F","21502","86537","110750","111398","134124","153899","156932","163248","152344","155844","165229","182228","175301","155174","136648","99172","73782","56689","39952","28109","2358862"
"1000","East Kootenay","1986","M","436","1784","2374","2387","2334","2101","2465","2636","2570","1894","1530","1324","1217","952","795","595","376","216","65","26","28077"
"1000","East Kootenay","1986","F","344","1802","2206","2248","2177","2001","2413","2547","2372","1802","1285","1095","1112","1031","884","677","402","244","115","50","26807"
"1000","East Kootenay","1987","M","429","1751","2259","2248","2304","1907","2370","2499","2522","1988","1530","1337","1228","978","822","599","388","216","75","31","27481"
"1000","East Kootenay","1987","F","360","1673","2144","2102","2165","1838","2304","2491","2311","1861","1341","1104","1065","999","899","708","427","272","128","75","26267"
"1000","East Kootenay","1988","M","337","1624","2203","2213","2242","1801","2201","2494","2460","2079","1591","1318","1229","1061","852","628","399","235","75","31","27073"
"1000","East Kootenay","1988","F","303","1558","2141","2072","2041","1711","2177","2441","2354","1872","1444","1132","1070","991","943","723","480","249","147","78","25927"
"1000","East Kootenay","1989","M","354","1583","2176","2206","2259","1789","2122","2458","2499","2192","1683","1364","1233","1122","846","651","415","245","96","34","27327"
"1000","East Kootenay","1989","F","322","1509","2141","2046","1992","1702","2144","2433","2426","1979","1531","1187","1024","1014","979","751","513","279","141","80","26193"
"1000","East Kootenay","1990","M","380","1552","2190","2259","2281","1783","1987","2430","2527","2323","1704","1422","1219","1184","852","669","444","246","116","35","27603"
"1000","East Kootenay","1990","F","322","1496","2155","2064","2011","1666","2089","2374","2431","2131","1598","1206","1009","1074","962","783","566","274","171","86","26468"
"1000","East Kootenay","1991","M","344","1526","2153","2303","2180","1725","1855","2379","2526","2408","1732","1444","1275","1193","892","682","468","244","115","36","27480"
"1000","East Kootenay","1991","F","334","1456","2127","2062","1958","1573","1913","2316","2370","2215","1618","1256","1055","1070","1000","787","597","314","156","96","26273"
"1000","East Kootenay","1992","M","340","1512","2177","2347","2108","1796","1744","2331","2492","2416","1852","1457","1303","1200","962","692","478","258","103","40","27608"
"1000","East Kootenay","1992","F","324","1443","2138","2132","1870","1665","1771","2263","2416","2229","1707","1341","1080","1054","1008","826","616","328","166","112","26489"
"1000","East Kootenay","1993","M","331","1554","2134","2335","2088","1828","1694","2304","2552","2418","2001","1525","1314","1218","1043","724","478","284","115","37","27977"
"1000","East Kootenay","1993","F","319","1458","2086","2160","1851","1639","1710","2316","2465","2292","1808","1436","1125","1062","1017","897","634","380","159","104","26918"
"1000","East Kootenay","1994","M","304","1539","2119","2324","2118","1838","1672","2306","2518","2467","2139","1612","1369","1218","1127","726","496","302","126","35","28355"
"1000","East Kootenay","1994","F","307","1438","2036","2182","1884","1628","1653","2331","2456","2373","1929","1519","1216","1025","1058","924","640","431","193","88","27311"
"1000","East Kootenay","1995","M","335","1471","2175","2361","2221","1847","1704","2298","2622","2572","2317","1664","1428","1240","1143","744","500","331","127","39","29139"
"1000","East Kootenay","1995","F","337","1442","2002","2229","2007","1642","1679","2347","2502","2410","2133","1597","1259","1050","1091","904","691","457","219","84","28082"
"1000","East Kootenay","1996","M","333","1481","2114","2373","2379","1845","1753","2218","2653","2640","2432","1721","1498","1311","1133","793","504","333","139","52","29705"
"1000","East Kootenay","1996","F","320","1441","2005","2241","2112","1716","1717","2221","2615","2467","2260","1684","1351","1133","1081","926","685","481","231","98","28785"
"1000","East Kootenay","1997","M","317","1426","2064","2353","2264","1804","1740","2058","2610","2640","2473","1848","1500","1330","1159","843","544","320","139","49","29481"
"1000","East Kootenay","1997","F","280","1397","1959","2175","2036","1663","1710","2062","2591","2530","2293","1756","1426","1150","1109","938","724","500","233","104","28636"
"1000","East Kootenay","1998","M","288","1350","2044","2245","2181","1762","1686","1851","2520","2654","2450","2009","1549","1301","1186","900","581","317","150","53","29077"
"1000","East Kootenay","1998","F","281","1335","1931","2116","1971","1580","1678","1949","2558","2543","2283","1830","1481","1151","1122","952","788","511","267","87","28414"
"1000","East Kootenay","1999","M","286","1304","1970","2209","2216","1748","1646","1736","2451","2615","2467","2122","1634","1337","1142","954","590","325","157","45","28954"
"1000","East Kootenay","1999","F","259","1268","1869","2096","2000","1604","1652","1808","2523","2558","2361","1936","1555","1228","1048","986","794","499","295","100","28439"
"1000","East Kootenay","2000","M","271","1246","1846","2166","2267","1739","1577","1686","2310","2595","2495","2276","1632","1383","1137","971","616","343","171","56","28783"
"1000","East Kootenay","2000","F","247","1178","1796","2036","2085","1561","1575","1766","2417","2547","2427","2102","1606","1225","1028","991","786","540","320","112","28345"
"1000","East Kootenay","2001","M","257","1218","1785","2069","2308","1725","1529","1680","2160","2538","2576","2349","1698","1453","1159","965","639","367","163","66","28704"
"1000","East Kootenay","2001","F","271","1126","1725","1972","2163","1508","1555","1744","2219","2551","2478","2214","1639","1302","1035","990","800","558","335","133","28318"
"1000","East Kootenay","2002","M","236","1149","1710","1998","2201","1760","1464","1633","2015","2472","2542","2360","1828","1468","1227","993","674","394","157","73","28354"
"1000","East Kootenay","2002","F","237","1097","1634","1910","2079","1575","1465","1759","2052","2514","2498","2259","1736","1371","1078","990","802","577","339","108","28080"
"1000","East Kootenay","2003","M","228","1085","1637","2013","2022","1730","1435","1645","1861","2414","2548","2384","2014","1533","1218","1024","732","405","162","58","28148"
"1000","East Kootenay","2003","F","223","1041","1604","1858","1929","1598","1445","1682","1945","2465","2526","2300","1877","1472","1108","987","814","605","323","134","27936"
"1000","East Kootenay","2004","M","250","1061","1618","1934","1968","1680","1417","1615","1778","2369","2492","2382","2107","1610","1275","1011","748","426","169","60","27970"
"1000","East Kootenay","2004","F","250","1030","1566","1813","1844","1574","1428","1652","1849","2438","2508","2335","1954","1556","1171","957","860","623","327","132","27867"
"1000","East Kootenay","2005","M","249","1047","1569","1856","2002","1609","1439","1580","1743","2256","2500","2411","2245","1615","1350","990","776","441","190","44","27912"
"1000","East Kootenay","2005","F","223","1033","1497","1782","1804","1561","1429","1578","1822","2394","2459","2356","2119","1615","1183","951","861","638","369","110","27784"
"1000","East Kootenay","2006","M","260","1084","1532","1800","1999","1602","1432","1568","1714","2159","2438","2507","2335","1662","1407","1039","755","475","214","88","28070"
"1000","East Kootenay","2006","F","251","1040","1455","1715","1851","1504","1412","1595","1827","2254","2486","2386","2259","1668","1231","950","850","673","375","200","27982"
"1000","East Kootenay","2007","M","285","1154","1500","1697","1822","1669","1549","1533","1658","1967","2496","2497","2379","1824","1384","1094","798","489","260","75","28130"
"1000","East Kootenay","2007","F","273","1088","1442","1645","1781","1506","1413","1587","1747","2066","2573","2437","2378","1786","1328","975","842","704","401","189","28161"
"1000","East Kootenay","2008","M","318","1232","1486","1721","1726","1643","1649","1642","1823","1869","2556","2524","2425","1941","1449","1066","843","523","250","92","28778"
"1000","East Kootenay","2008","F","287","1179","1450","1635","1722","1526","1482","1715","1808","1986","2559","2457","2384","1877","1371","1009","832","727","413","191","28610"
"1000","East Kootenay","2009","M","304","1250","1497","1737","1730","1663","1755","1752","1862","1882","2496","2567","2456","2016","1499","1088","818","544","232","108","29256"
"1000","East Kootenay","2009","F","273","1197","1451","1620","1651","1577","1593","1778","1804","1896","2552","2428","2366","1931","1415","1066","812","722","412","218","28762"
"1000","East Kootenay","2010","M","296","1291","1457","1708","1747","1603","1719","1793","1856","1786","2344","2569","2430","2140","1499","1166","809","554","259","99","29125"
"1000","East Kootenay","2010","F","304","1230","1427","1534","1628","1556","1677","1774","1786","1815","2388","2382","2311","2008","1441","1067","806","725","409","223","28491"
"1000","East Kootenay","2011","M","310","1300","1486","1545","1830","1551","1759","1837","1785","1857","2203","2516","2520","2231","1580","1182","851","546","274","96","29259"
"1000","East Kootenay","2011","F","290","1200","1474","1449","1656","1517","1714","1730","1736","1858","2188","2434","2294","2041","1511","1115","819","724","454","216","28420"
"1000","East Kootenay","2012","M","306","1275","1494","1453","1844","1495","1736","1797","1780","1836","2052","2513","2473","2223","1680","1221","882","550","292","147","29049"
"1000","East Kootenay","2012","F","263","1189","1456","1388","1639","1471","1638","1718","1711","1850","2025","2430","2331","2031","1602","1190","799","691","462","255","28139"
"1000","East Kootenay","2013","M","276","1232","1509","1399","1779","1487","1712","1807","1745","1864","1940","2492","2503","2225","1800","1278","853","598","312","142","28953"
"1000","East Kootenay","2013","F","271","1133","1474","1336","1607","1427","1578","1715","1729","1822","1914","2423","2389","2099","1661","1253","813","687","468","274","28073"
"1000","East Kootenay","2014","M","301","1197","1527","1394","1758","1554","1668","1833","1806","1891","1904","2396","2546","2250","1907","1326","875","616","349","128","29226"
"1000","East Kootenay","2014","F","251","1136","1488","1355","1572","1406","1581","1794","1761","1777","1895","2398","2378","2137","1747","1285","914","654","472","300","28301"
"1000","East Kootenay","2015","M","313","1183","1556","1346","1721","1533","1619","1843","1843","1903","1891","2306","2536","2274","2004","1369","957","593","398","148","29336"
"1000","East Kootenay","2015","F","286","1079","1544","1332","1556","1447","1528","1822","1777","1744","1857","2267","2385","2128","1861","1341","916","658","465","313","28306"
"3000","Central Kootenay","1986","M","356","1528","1886","1844","2036","1614","1766","2015","2088","1663","1358","1330","1353","1300","1172","1069","722","391","120","42","25653"
"3000","Central Kootenay","1986","F","337","1415","1700","1794","1771","1564","1735","2123","1972","1545","1324","1239","1374","1320","1338","1150","751","505","209","127","25293"
"3000","Central Kootenay","1987","M","316","1454","1886","1788","1901","1514","1672","1930","2002","1768","1377","1315","1370","1271","1215","1058","713","422","149","60","25181"
"3000","Central Kootenay","1987","F","310","1346","1709","1712","1720","1436","1616","2050","1962","1627","1322","1237","1307","1344","1329","1168","782","535","210","135","24857"
"3000","Central Kootenay","1988","M","294","1384","1905","1782","1829","1471","1540","1934","1996","1860","1460","1274","1394","1331","1235","999","740","423","164","57","25072"
"3000","Central Kootenay","1988","F","275","1315","1708","1686","1725","1361","1594","1973","1998","1701","1370","1260","1283","1367","1308","1155","812","530","237","124","24782"
"3000","Central Kootenay","1989","M","329","1394","1923","1845","1826","1433","1500","1937","2008","1939","1506","1312","1381","1328","1227","981","779","460","180","61","25349"
"3000","Central Kootenay","1989","F","329","1324","1747","1715","1728","1280","1617","1930","2050","1823","1418","1267","1258","1351","1296","1155","862","522","280","110","25062"
"3000","Central Kootenay","1990","M","344","1357","1980","1856","1937","1457","1522","1949","2052","2074","1541","1349","1376","1361","1220","1009","787","470","196","50","25887"
"3000","Central Kootenay","1990","F","310","1318","1813","1748","1811","1266","1621","1931","2111","1986","1500","1324","1256","1355","1269","1134","909","521","307","103","25593"
"3000","Central Kootenay","1991","M","329","1413","1997","1899","1951","1475","1469","1957","2187","2149","1660","1380","1350","1393","1226","999","798","458","209","67","26366"
"3000","Central Kootenay","1991","F","315","1349","1834","1771","1852","1240","1576","1956","2179","2092","1571","1366","1268","1321","1226","1158","916","568","297","127","25982"
"3000","Central Kootenay","1992","M","360","1501","2034","2025","1937","1576","1490","1995","2264","2205","1871","1455","1363","1448","1261","984","764","475","211","76","27295"
"3000","Central Kootenay","1992","F","335","1426","1896","1870","1848","1376","1530","2009","2312","2181","1739","1429","1298","1337","1262","1137","943","576","327","140","26971"
"3000","Central Kootenay","1993","M","295","1522","2052","2141","1940","1653","1504","1934","2339","2257","2021","1543","1390","1486","1315","1010","761","480","235","84","27962"
"3000","Central Kootenay","1993","F","311","1461","1897","1970","1815","1493","1495","2047","2345","2233","1889","1509","1352","1339","1292","1114","975","628","326","167","27658"
"3000","Central Kootenay","1994","M","333","1499","2079","2254","2061","1661","1553","1974","2414","2376","2157","1645","1475","1518","1314","1061","720","517","255","91","28957"
"3000","Central Kootenay","1994","F","316","1432","1983","2081","1848","1537","1493","2150","2380","2367","2079","1615","1436","1318","1315","1144","952","689","330","176","28641"
"3000","Central Kootenay","1995","M","304","1455","2119","2322","2144","1640","1628","1984","2426","2468","2290","1701","1522","1519","1347","1032","775","524","263","111","29574"
"3000","Central Kootenay","1995","F","331","1405","1995","2162","1906","1540","1481","2133","2402","2449","2229","1702","1508","1309","1344","1164","918","721","345","198","29242"
"3000","Central Kootenay","1996","M","333","1403","2126","2394","2270","1639","1714","1922","2427","2563","2395","1841","1583","1506","1395","1029","760","523","265","101","30189"
"3000","Central Kootenay","1996","F","296","1385","2033","2233","2039","1546","1546","2133","2496","2544","2342","1768","1586","1368","1325","1133","939","736","385","174","30007"
"3000","Central Kootenay","1997","M","320","1345","2092","2374","2212","1703","1656","1865","2390","2557","2397","1997","1567","1506","1458","1054","776","525","249","104","30147"
"3000","Central Kootenay","1997","F","253","1306","1973","2201","2001","1641","1557","1965","2402","2625","2358","1897","1625","1365","1329","1172","980","739","394","182","29965"
"3000","Central Kootenay","1998","M","280","1340","2006","2295","2200","1686","1583","1737","2250","2573","2414","2137","1632","1488","1478","1104","771","515","251","119","29859"
"3000","Central Kootenay","1998","F","284","1221","1908","2094","2000","1600","1548","1818","2384","2614","2346","2003","1650","1411","1329","1221","994","782","399","179","29785"
"3000","Central Kootenay","1999","M","285","1290","1931","2206","2225","1680","1486","1672","2202","2485","2473","2174","1680","1506","1475","1117","803","478","252","109","29529"
"3000","Central Kootenay","1999","F","256","1185","1823","2069","1966","1560","1552","1691","2388","2521","2429","2135","1696","1446","1269","1193","1013","760","427","187","29566"
"3000","Central Kootenay","2000","M","298","1252","1802","2143","2240","1637","1455","1625","2072","2444","2491","2260","1702","1512","1473","1158","778","503","269","100","29214"
"3000","Central Kootenay","2000","F","273","1110","1767","2005","1977","1463","1537","1605","2286","2483","2443","2254","1764","1478","1239","1186","1005","742","472","190","29279"
"3000","Central Kootenay","2001","M","253","1224","1768","2090","2248","1568","1405","1641","1917","2394","2513","2290","1805","1501","1440","1211","784","505","267","117","28941"
"3000","Central Kootenay","2001","F","263","1106","1691","1963","1980","1328","1465","1595","2152","2445","2465","2325","1815","1507","1295","1153","974","766","486","199","28973"
"3000","Central Kootenay","2002","M","279","1144","1701","2033","2122","1574","1380","1561","1839","2325","2455","2318","1967","1504","1461","1258","830","527","252","121","28651"
"3000","Central Kootenay","2002","F","242","1101","1576","1894","1931","1386","1438","1614","1948","2367","2555","2303","1949","1581","1339","1153","1023","759","486","203","28848"
"3000","Central Kootenay","2003","M","265","1149","1635","1984","1968","1638","1366","1538","1732","2236","2486","2363","2150","1603","1432","1288","869","538","260","112","28612"
"3000","Central Kootenay","2003","F","240","1060","1531","1865","1802","1453","1393","1575","1826","2352","2627","2340","2077","1654","1385","1150","1035","762","489","223","28839"
"3000","Central Kootenay","2004","M","263","1138","1572","1931","1822","1560","1323","1460","1658","2141","2411","2430","2193","1688","1447","1288","872","570","259","112","28138"
"3000","Central Kootenay","2004","F","227","1049","1460","1794","1707","1441","1312","1572","1711","2306","2506","2415","2209","1696","1393","1142","1028","787","477","223","28455"
"3000","Central Kootenay","2005","M","254","1123","1561","1827","1892","1407","1306","1482","1683","2049","2407","2445","2311","1746","1490","1286","902","563","283","93","28110"
"3000","Central Kootenay","2005","F","232","1020","1419","1760","1719","1309","1270","1591","1707","2205","2476","2446","2325","1788","1429","1123","1033","799","491","207","28349"
"3000","Central Kootenay","2006","M","244","1096","1509","1797","1951","1307","1280","1449","1722","1945","2365","2496","2358","1890","1497","1263","942","568","295","119","28093"
"3000","Central Kootenay","2006","F","232","976","1402","1697","1772","1228","1265","1511","1743","2094","2466","2516","2409","1863","1479","1155","1010","785","500","289","28392"
"3000","Central Kootenay","2007","M","234","1124","1518","1686","1816","1451","1388","1431","1726","1870","2399","2554","2376","2069","1476","1268","999","552","295","108","28340"
"3000","Central Kootenay","2007","F","236","1007","1411","1591","1819","1282","1295","1580","1699","2025","2421","2600","2468","2091","1551","1180","962","809","508","289","28824"
"3000","Central Kootenay","2008","M","232","1135","1564","1755","1673","1429","1435","1512","1801","1841","2340","2589","2442","2253","1557","1257","1046","578","301","130","28870"
"3000","Central Kootenay","2008","F","275","1033","1441","1603","1742","1248","1328","1673","1834","1948","2453","2569","2492","2204","1595","1238","964","833","507","297","29277"
"3000","Central Kootenay","2009","M","219","1128","1553","1770","1652","1450","1510","1619","1840","1832","2368","2532","2509","2285","1632","1279","1051","570","324","142","29265"
"3000","Central Kootenay","2009","F","251","1068","1424","1606","1640","1290","1385","1707","1884","1872","2462","2508","2427","2345","1660","1222","953","840","518","319","29381"
"3000","Central Kootenay","2010","M","230","1115","1569","1774","1704","1468","1497","1617","1833","1780","2260","2497","2587","2383","1713","1316","1026","641","324","144","29478"
"3000","Central Kootenay","2010","F","253","1075","1400","1583","1606","1383","1420","1716","1897","1778","2364","2452","2396","2361","1722","1275","946","842","536","348","29353"
"3000","Central Kootenay","2011","M","274","1108","1525","1625","1824","1435","1340","1677","1843","1855","2097","2486","2644","2568","1903","1333","1072","720","340","147","29816"
"3000","Central Kootenay","2011","F","248","1082","1359","1517","1665","1314","1410","1643","1808","1848","2187","2525","2549","2490","1810","1342","1009","825","536","314","29481"
"3000","Central Kootenay","2012","M","232","1099","1477","1591","1766","1420","1315","1634","1793","1862","1991","2451","2605","2554","2087","1368","1082","750","344","177","29598"
"3000","Central Kootenay","2012","F","219","1102","1370","1512","1609","1253","1353","1618","1862","1833","2045","2466","2602","2458","1956","1382","1042","799","570","336","29387"
"3000","Central Kootenay","2013","M","236","1032","1470","1585","1714","1373","1263","1630","1825","1836","1920","2354","2598","2583","2245","1464","1108","742","357","186","29521"
"3000","Central Kootenay","2013","F","198","1033","1412","1471","1590","1221","1268","1627","1808","1885","1914","2474","2644","2499","2072","1441","1077","806","570","372","29382"
"3000","Central Kootenay","2014","M","221","989","1458","1577","1693","1384","1235","1634","1884","1847","1905","2361","2559","2686","2329","1592","1132","784","374","204","29848"
"3000","Central Kootenay","2014","F","225","997","1394","1444","1593","1259","1262","1658","1799","1909","1889","2470","2650","2566","2257","1532","1103","785","598","380","29770"
"3000","Central Kootenay","2015","M","268","972","1435","1579","1722","1355","1241","1632","1890","1878","1955","2298","2543","2737","2469","1652","1158","749","409","194","30136"
"3000","Central Kootenay","2015","F","201","996","1408","1450","1596","1218","1297","1639","1851","1925","1830","2406","2661","2614","2362","1608","1129","787","585","403","29966"
"5000","Kootenay-Boundary","1986","M","209","940","1099","1135","1223","973","1229","1288","1209","931","855","753","887","866","690","680","429","239","95","18","15748"
"5000","Kootenay-Boundary","1986","F","206","852","1038","1046","1121","982","1129","1207","1160","882","822","825","877","944","860","725","486","257","95","85","15599"
